factor_a,factor_b,pearson,spearman,pearson_is,spearman_is,pearson_oos,spearman_oos,sample_count,is_sample_count,oos_sample_count
zscore_price_20,body_ratio,0.008880990788965561,0.008457783191882033,0.008399442104633469,0.007120941219694018,0.007620064036981695,0.00807107216424756,186256,93115,93141
bollinger_position_20,body_ratio,0.008880990788965523,0.008457783191882033,0.008399442104633455,0.007120941219694018,0.007620064036981626,0.00807107216424756,186256,93115,93141
zscore_return_20,body_ratio,0.008793528594949949,0.006478480098080267,0.007930273887047317,0.0021769060157945017,0.0095292169972251,0.010150774280983562,186255,93114,93141
distance_to_vwap,body_ratio,0.0050629967442965,0.006135806089463352,0.006698809880903497,0.00635455552366244,0.0029697331817670138,0.005436996046707535,186256,93115,93141
rsi_14,body_ratio,0.007387736679483108,0.006013162306402845,0.006670501338902699,0.00459762616890838,0.006260248474597945,0.005434823188743172,186262,93121,93141
range_zscore_20,close_position_in_bar,0.004244525136748716,0.005951662370932884,0.005220575529522462,0.006143544826868557,0.00337850729500643,0.005874075536569853,186256,93115,93141
bollinger_width_20,close_position_in_bar,-0.0030544807409132197,-0.005239526660534074,-0.003656228481973202,-0.007639395095769008,-0.00031866276758293324,-0.0007323875430513694,186256,93115,93141
zscore_price_20,bollinger_width_20,-0.005694941497446896,0.004278142035200112,-0.0014057092106084617,0.006567826055030174,-0.005920688518433733,0.008476066334095388,186262,93121,93141
bollinger_position_20,bollinger_width_20,-0.005694941497446904,0.004278142035200112,-0.0014057092106085198,0.006567826055030174,-0.005920688518433683,0.008476066334095388,186262,93121,93141
body_ratio,close_position_in_bar,0.002318917653376039,0.0040303920917713985,0.0016393589790836092,0.0013574742949942749,0.002387976923385184,0.00597693555393021,186275,93134,93141
zscore_return_20,range_zscore_20,-0.002308388073402065,0.0021572054908886515,-0.0038673664998977323,-0.0007840007806856189,-0.0007867404754700085,0.004967375365638617,186261,93120,93141
zscore_return_20,bollinger_width_20,0.0014668810122897718,-0.0012038057779312028,0.002697728493859616,3.966930858035015e-05,0.00023658657670943908,-0.002469950304878724,186261,93120,93141
bollinger_width_20,rsi_14,-0.006943609776281759,-0.00016930148463102366,-0.0043225011333811215,-0.0006406031176530211,-0.0043230378351243725,0.007684998757568485,186262,93121,93141
